landlord,country_code,city,state,zip,review,repair,health,stability,privacy,respect,date_added,flagged,flagged_reason,admin_approved,admin_edited
JESUS ALVAREZ,CA,VANCOUVER,BRITISH COLUMBIA,V6K1X8,"The landlord left another tenant in the building without a window for OVER 10 months. The window fell out in the wind, and months later he put a piece of plastic over the hole. 
He also told us that he supplied heat, but it was so cold in the winter I could see my breath in the air. Windows froze shut in the winter. Pipes froze. 
He tells you his is going to fix something, but then never does it. Treats you as if you are being a diva for wanting basic necessities. 
Does no upkeep on the building. 
Does NOT return damage deposits. ""The landlord is a thief"" was written on the laundry room wall, I should have taken that as a sign to get out. 
Another tenant I knew was 21 and she made her unit look so much better, with her OWN MONEY, and he kept her deposit even though he is already charging insane prices.
Makes comments on women's appearances.
Makes comments on if a woman has a man over, and says he should charge more because of it even if the person is hardly ever there...",1,1,3,2,2,2023-04-11T03:43:03.211Z,false,,,false
CHESSJ,CA,TORONTO ,ONTARIO,M2J4R5,"ChessJ has been my landlord for years. I've been looking to leave and buy my own place but he repeatedly peuesasded me to stay, convincing me the market will crash soon.

He raised my rents calling it a tuition fee and now all the prices for homes has gone up. 

He tricked me and now I'm priced out.",1,1,1,1,1,2023-04-11T03:43:09.432Z,false,,,false
DARREN,CA,WINNIPEG,MANITOBA,R2H0Z3,,5,5,5,5,5,2023-04-11T03:47:20.931Z,false,,,false
JIM WALLS,US,MURFREESBORO ,TENNESSEE,37130,"My wife and I rented 2 out of the 4 rooms in what had been a show and party house for the better part of 15 years. Many of the fixtures indicated no work or oversight had occurred in that entire time, including a truly horrible kitchen with peeling wallpaper, half-gone lino, a lamp mount the violently shorted every bulb we put in it, and a microwave that had been dead since Bush was still in office. The floors, walls, and bathrooms were if similar disrepair. Jim was a negligent and cowardly man who dodged every attempt to contact him about anything, until the owners remembered the property existed during the post-COVID housing price upswing, at which point every contact was an attempt to kick us out early so they could gut and paint the place, and put it back on the market for 2.5x the rent price. And speaking of the rent, every time we tried to stand up for ourselves toward the end, the rent shot up by a $100.",1,1,2,5,1,2023-04-11T04:48:01.743Z,false,,,false
KEVIN CARDOSO,CA,TORONTO,ONTARIO,M6E1W5,,1,1,1,2,1,2023-04-11T06:09:01.307Z,false,,,false
MARCUS JUNGBAUER,CA,WINNIPEG,MANITOBA,R3G1K8,"The property is old and could probably use some TLC- but honestly most of the issues are cosmetic and don't affect my use of the premises (fire escape is really dirty, siding is peeling, some old light fixtures not working, etc.). All appliances are  new and work well, and any time I've contacted him about an issue he's been very responsive and helpful. Overall is nice to deal with and respectful. ",3,5,5,5,5,2023-04-11T06:18:39.318Z,false,,,false
MALVEEN AND TIM ST. VINCENT,CA,WINNIPEG,MANITOBA,R2W4T7,"Pose as mom and pop landlords, are actually slumlords. The fire safety in their 'suites' is non existent, and security is an afterthought. And they scammed me out of my damage deposit. Avoid.",2,1,2,3,3,2023-04-11T21:19:18.434Z,false,,,false
MEGAN JURGENSMEYER LLC,US,COLORADO SPRINGS,COLORADO,80904,"One of the worst landlords I’ve ever had. She’s encouraged hazards in the building, the building was almost set on fire multiple times by the maintenance man she wouldn’t discipline, retaliated with rent raises, got angry when I told her she wasn’t in fire code and then got the fire dept to do an inspection proving she was deficient in 15+ areas. The building is falling off of a hill and she favors her maintenance dude so much that she allows him to bully other tenants and enforce arbitrary rules on them while his family does whatever they want and persists in creating hazards and violating right to privacy. So glad to be leaving. ",2,1,1,2,1,2023-04-11T13:47:17.484Z,false,,,false
TOWERS REALTY,CA,WINNIPEG,MANITOBA,R2W4B9,"Landlord was ignorant of or refused to acknowledge current tenancy laws. They refused to give me proper forms and sign off on forms on their end. I had to threaten legal action as I was within the law, once I did that they were quick to comply with my reasonable demands. ",1,3,1,5,1,2023-04-11T21:27:06.287Z,false,,,false
MICHELLE CUNNINGHAM (FORT LOWELL REALTY),US,TUCSON,ARIZONA,85719,"1) Repair. My AC outlet didn't work and the hot water heater broke within a week of me being there. I submitted so many tickets and called so many times over my entire lease, and they only ever decided to send maintenance on the last week of my tenancy. I had to go to my friend's house to take a shower for months. 

2) Health/Safety. Like the majority of apartment complexes, we had roaches. It's just that management never bothered trying to control the situation, despite informing them about it.

3) Rent stability. I will say that for the time, $400 wasn't awful for a studio. And I never saw the price increase until the pandemic hit. But I was still paying $400 a month to live in a dangerous roach infested hellhole with no hot water.

4) Tenant Privacy. The management office would constantly call me at work and ask me if I still lived there for some reason. And I found some of my things moved around one day when I came back. 

5) Respect rating. I give this a '1' because I was overcharged for rent once and sent Michelle a text asking her to refund the amount I overpaid. Instead of saying ""No problem, let's get you that refund"" she berated me and even said, and I quote, ""That's not a very nice thing to say to your landlord first thing in the morning."" I wasn't being rude, I was just letting her know. Through a text message. The least annoying way to get in touch with somebody.  Anyway, I have to wonder if me inconveniencing her was the reason why she never sent maintenance. 

This is on top of being in the worst part of town. I'm seeing that they're somehow trying to charge people $800 now, which is such a joke. ",1,1,3,1,1,2023-04-11T07:21:55.005Z,false,,,false
ZALMEN MANAGEMENT,US,BRONX,NEW YORK,10462,"They don't repair anything. It took weeks for them to change a sink that was leaking. The super said it was beyond his ability and after calling management, they told us they would send someone out. Two weeks later, nothing. Every time we called; they wouldn't pick up. We had to try a completely new phone number they've never received before for them to answer.",1,1,4,4,2,2023-04-11T08:00:38.330Z,false,,,false
PAUL LUM,CA,VICTORIA,BRITISH COLUMBIA,V8N5Y3,"Lived as a tenant of Paul for the past 9 years, only moving out now because of issues with another tenant. Can't say I've always been the best tenant or the best at reporting issues, but Paul has always done a good job of maintaining the property and fixing issues quickly when they're brought to his attention. Aside from a few rent increases due to increased cost of electrical and water bills (which affected it as they were included in the rent), things have been good in that time.",5,5,4,5,5,2023-04-11T09:25:37.990Z,false,,,false
ALEE AMIREE (GEVER DEVELOPMENTS LTD.),CA,HALIFAX,NOVA SCOTIA,B3H1G8,"Decent landlord. Other units are AirBnBs and communal trash and overall cleanliness of communal spaces is not looked after enough because other ""tennants"" treat space like hotel. 

Insists on giving fixed term leases and claims is beholden to ""overseas owners"" when negotiating new leases. Never gave a physical lease to sign, was told fixed term was ending but I could rent a different unit at several 100s of dollars more per month. 

Nice guy, respectful and maintained privacy. Responded to texts quite late at night which is good if something broke later in the day. Generally pretty good at resolving physical issues. Overall decent, just greedy.",2,4,1,5,4,2023-04-11T11:35:23.796Z,false,,,false
DEVERAUX,CA,WINNIPEG,MANITOBA,R3Y1Z5,"They do a fairly okay job, but rent is way too high to be justified by the lack of such simple options such as either in-suite storage or a storage locker.",3,4,1,4,4,2023-04-11T13:12:20.828Z,false,,,false
QUALITY MANAGEMENT LTD,CA,WINNIPEG,MANITOBA,R3L2P6,"Quality Mgmt in my tenure (3 years) has been great to deal with, all above board rent increases have been throughly documented with notable results including new sliding windows and doors for all units. They give multiple days notice before entering, all facilities (outside of the gym needing a small bit of maintenance) are well taken care of and operational including laundry, heated undergrond parking. The Security and after hours on call support staff are great to deal with, are quick to respond if there is an issue and easy to reach.

Coming from Sussex, I can't recommend these guys enough. ",4,5,4,5,5,2023-04-11T13:14:38.645Z,false,,,false
GLOBE PROPERTY MANAGEMENT ,CA,WINNIPEG ,MANITOBA,R3G2Z5,"Building is clean and repairs were made in a timely manner. The issue is move-out. They expect you to clean the apartment essentially professionally. So that it is completely ready for the next tenant. If not, then your charged 25/hour for cleaning. For example, they expect you to shampoo carpets, wash walls, dust the inside of light fixtures, pull out the fridge and stove. I was charged for having black rings UNDER my burners. Any excuse to charge you, they will. Its fair to give the apartment a basic clean on move-out but it's their job to maintain the building and prepare for leasing. So they will either get free labor out of you, money, or both. Shady company and will never rent from them again.",5,4,1,4,4,2023-04-11T13:26:54.734Z,false,,,false
